ID,Data,Cliente,Produto,Categoria,Quantidade,Preço,Estado
6994,2022-04-08,Ana Silva,Shampoo,Beleza,4,23.3,BA
6995,2025-06-06,Desconhecido,Panela,Casa,2,115.66,RJ
6996,2023-09-07,João Souza,Cortina,Casa,3,218.5,PR
6997,2022-06-22,Carlos Pereira,Calça Jeans,Roupas,3,122.92,RJ
6998,2024-10-12,Ana Silva,Panela,Casa,5,120.4,BA
6999,2024-02-01,João Souza,Calça Jeans,Roupas,2,133.53,RJ
7000,2021-03-13,Carlos Pereira,Laptop A,Eletrônicos,2,3046.91,MG
7001,2024-07-22,Ana Silva,Jaqueta,Roupas,388,325.84,RJ
7002,2022-06-08,Mariana Alves,Camiseta,Roupas,4,46.57,BA
7003,2020-07-27,Ana Silva,Camiseta,Roupas,3,42.91,PR
7004,2021-02-06,Maria Oliveira,Jaqueta,Roupas,3,322.38,RJ
7005,2020-07-26,João Souza,Vassoura,Casa,3,25.85,
7006,2023-09-15,Maria Oliveira,Cortina,Casa,3,211.98,RJ
7007,2022-05-31,João Souza,Shampoo,Beleza,5,19.92,RJ
7008,2025-01-16,Desconhecido,Shampoo,Beleza,3,17.86,SP
7009,2024-12-13,Mariana Alves,Jaqueta,Roupas,2,282.1,RS
7010,2024-01-25,Carlos Pereira,Shampoo,Beleza,2,18.39,RJ
7011,2022-01-10,Desconhecido,Smartwatch Z,Eletrônicos,211,792.44,PR
7012,2022-02-04,Ana Silva,Vassoura,Casa,1,21.03,RS
7013,2023-08-25,Ana Silva,Perfume,Eletrônicos,2,222.53,
7014,2022-10-26,Carlos Pereira,Camiseta,Roupas,4,41.57,MG
7015,2022-12-29,Maria Oliveira,Camiseta,Roupas,3,51.81,RS
7016,2024-09-09,Maria Oliveira,Laptop A,Eletrônicos,2,3151.55,RS
7017,2020-01-31,Carlos Pereira,Shampoo,Beleza,4,24.23,SP
7018,2024-12-13,Desconhecido,Panela,Casa,1,136.51,MG
7019,2021-05-10,Mariana Alves,Perfume,Eletrônicos,3,215.46,BA
7020,2023-02-08,Ana Silva,Shampoo,Eletrônicos,222,17.15,RJ
7021,2024-03-04,Ana Silva,Shampoo,Eletrônicos,2,20.49,PR
7022,2020-06-26,Desconhecido,Panela,Casa,4,129.03,PR
7023,2021-07-29,Mariana Alves,Vassoura,Casa,6,26.34,BA
7024,2024-12-31,Maria Oliveira,Cortina,Casa,5,231.1,BA
7025,2024-08-19,Carlos Pereira,Carregador Y,Eletrônicos,3,43.6,BA
7026,2020-04-23,Maria Oliveira,Calça Jeans,Roupas,5,112.04,PR
7027,2022-06-06,João Souza,Calça Jeans,Roupas,2,102.68,MG
7028,2024-08-19,Ana Silva,Calça Jeans,Roupas,3,132.41,RS
7029,2024-08-09,Maria Oliveira,Smartwatch Z,Eletrônicos,3,952.9,MG
7030,2025-07-20,Maria Oliveira,Carregador Y,Eletrônicos,214,41.05,SP
7031,2025-08-08,Mariana Alves,Perfume,Beleza,6,260.69,MG
7032,2024-01-18,Maria Oliveira,Panela,Casa,3,113.13,SP
7033,2022-07-25,Carlos Pereira,Camiseta,Roupas,3,41.54,SP
7034,2024-06-06,Mariana Alves,Jaqueta,Roupas,3,297.03,SP
7035,2020-12-27,Mariana Alves,Laptop A,Eletrônicos,4,3765.14,SP
7036,2023-08-28,Desconhecido,Calça Jeans,Roupas,3,126.04,MG
7037,2025-05-19,Desconhecido,Calça Jeans,Roupas,2,131.17,PR
7038,2021-06-18,Carlos Pereira,Cortina,Casa,2,184.16,SP
7039,2023-01-23,Maria Oliveira,Smartwatch Z,Eletrônicos,5,863.4,RJ
7040,2022-05-26,João Souza,Perfume,Beleza,3,217.99,SP
7041,2020-11-13,Carlos Pereira,Laptop A,Eletrônicos,4,3242.5,PR
7042,2021-08-07,Ana Silva,Shampoo,Beleza,2,20.9,MG
7043,2021-08-31,Desconhecido,Jaqueta,Roupas,3,350.76,SP
7044,2021-11-11,Ana Silva,Carregador Y,Eletrônicos,7,36.42,PR
7045,2024-06-02,Mariana Alves,Camiseta,Roupas,2,42.17,BA
7046,2024-11-06,João Souza,Shampoo,Beleza,4,23.11,BA
7047,2025-03-31,Desconhecido,Perfume,Beleza,2,199.03,RS
7048,2025-05-08,Carlos Pereira,Shampoo,Beleza,4,22.85,SP
7049,2024-11-30,Maria Oliveira,Calça Jeans,Roupas,1,119.83,MG
7050,2024-05-25,Mariana Alves,Jaqueta,Roupas,3,267.45,BA
7051,2022-06-28,Desconhecido,Perfume,Eletrônicos,2,238.47,RJ
7052,2024-07-31,Desconhecido,Jaqueta,Roupas,3,275.1,SP
7053,2023-09-01,Mariana Alves,Carregador Y,Eletrônicos,5,40.88,RS
7054,2024-10-15,Mariana Alves,Panela,Casa,2,135.66,MG
7055,2024-04-06,João Souza,Carregador Y,Eletrônicos,429,42.27,BA
7056,2021-12-10,João Souza,Perfume,Beleza,2,219.76,RS
7057,2024-08-18,Carlos Pereira,Perfume,Eletrônicos,4,246.0,BA
7058,2021-12-25,Desconhecido,Shampoo,Beleza,437,20.84,RJ
7059,2022-10-26,Carlos Pereira,Panela,Casa,1,134.69,SP
7060,2023-12-18,Maria Oliveira,Perfume,Beleza,2,207.4,SP
7061,2020-07-16,Mariana Alves,Panela,Casa,3,129.86,BA
7062,2024-04-30,Mariana Alves,Carregador Y,Eletrônicos,414,33.34,RJ
7063,2022-11-09,João Souza,Perfume,Beleza,1,193.56,SP
7064,2024-10-15,Carlos Pereira,Laptop A,Eletrônicos,2,3765.14,PR
7065,2023-05-12,Ana Silva,Vassoura,Casa,392,24.3,RJ
7066,2022-08-21,Mariana Alves,Jaqueta,Roupas,2,292.8,SP
7067,2021-11-05,Mariana Alves,Calça Jeans,Roupas,3,108.78,BA
7068,2024-09-19,João Souza,Shampoo,Beleza,3,21.74,BA
7069,2025-07-15,Desconhecido,Shampoo,Beleza,3,23.29,SP
7070,2021-10-08,Ana Silva,Smartwatch Z,Eletrônicos,2,820.18,RJ
7071,2021-01-27,João Souza,Shampoo,Eletrônicos,2,23.18,PR
7072,2021-09-19,Mariana Alves,Carregador Y,Eletrônicos,3,32.48,SP
7073,2022-06-04,João Souza,Calça Jeans,Roupas,5,124.0,PR
7074,2022-06-07,Maria Oliveira,Shampoo,Eletrônicos,2,20.6,SP
7075,2021-11-18,Ana Silva,Laptop A,Eletrônicos,4,3148.04,SP
7076,2024-12-10,João Souza,Shampoo,Eletrônicos,1,19.09,SP
7077,2023-11-25,João Souza,Smartwatch Z,Eletrônicos,3,989.01,BA
7078,2023-04-08,Mariana Alves,Shampoo,Eletrônicos,301,19.95,RS
7079,2020-01-24,Desconhecido,Shampoo,Beleza,4,21.02,BA
7080,2024-03-20,João Souza,Carregador Y,Eletrônicos,4,40.5,
7081,2023-06-19,Maria Oliveira,Jaqueta,Roupas,2,316.02,RS
7082,2025-05-24,Maria Oliveira,Carregador Y,Eletrônicos,4,40.81,RJ
7083,2025-07-11,Carlos Pereira,Shampoo,Beleza,1,20.38,SP
7084,2025-03-20,Desconhecido,Cortina,Casa,2,202.69,SP
7085,2021-06-30,João Souza,Panela,Casa,1,112.02,SP
7086,2022-11-08,Ana Silva,Shampoo,Beleza,3,18.3,PR
7087,2020-02-09,Maria Oliveira,Shampoo,Beleza,2,19.91,SP
7088,2022-04-19,Ana Silva,Vassoura,Casa,2,20.43,PR
7089,2020-02-21,Maria Oliveira,Shampoo,Beleza,437,17.92,SP
7090,2022-12-22,Mariana Alves,Camiseta,Roupas,3,50.12,PR
7091,2023-12-05,Desconhecido,Cortina,Casa,1,209.42,SP
7092,2024-01-18,Desconhecido,Shampoo,Eletrônicos,3,17.15,SP
7093,2022-06-21,Ana Silva,Cortina,Casa,3,165.77,PR
7094,2023-11-19,João Souza,Vassoura,Casa,5,20.31,RJ
7095,2021-11-16,Carlos Pereira,Shampoo,Beleza,3,17.15,SP
7096,2020-07-12,Carlos Pereira,Panela,Casa,3,127.69,SP
7097,2024-08-11,Desconhecido,Cortina,Casa,4,200.78,RS
7098,2021-07-09,João Souza,Camiseta,Roupas,2,44.15,MG
7099,2022-12-02,Maria Oliveira,Smartwatch Z,Eletrônicos,2,827.06,BA
7100,2022-08-15,João Souza,Fone X,Eletrônicos,1,153.38,PR
7101,2023-05-09,Carlos Pereira,Perfume,Beleza,4,247.9,RJ
7102,2020-04-04,Desconhecido,Perfume,Eletrônicos,2,199.11,RS
7103,2022-03-19,Mariana Alves,Cortina,Casa,2,225.34,RS
7104,2020-10-31,Desconhecido,Camiseta,Roupas,4,37.7,BA
7105,2023-08-13,Ana Silva,Cortina,Casa,86,205.34,BA
7106,2023-08-03,Mariana Alves,Calça Jeans,Roupas,2,129.25,BA
7107,2025-01-03,João Souza,Vassoura,Casa,4,24.86,RJ
7108,2024-11-21,Mariana Alves,Panela,Casa,3,130.09,RS
7109,2020-01-29,Ana Silva,Perfume,Beleza,1,234.6,MG
7110,2023-01-21,Ana Silva,Jaqueta,Roupas,3,282.27,RJ
7111,2023-08-11,Desconhecido,Shampoo,Eletrônicos,3,17.15,BA
7112,2021-10-31,João Souza,Vassoura,Casa,2,25.54,PR
7113,2024-12-18,Desconhecido,Laptop A,Eletrônicos,7,3395.75,PR
7114,2020-04-15,Desconhecido,Panela,Casa,5,130.62,SP
7115,2020-02-14,Ana Silva,Laptop A,Eletrônicos,1,3765.14,SP
7116,2022-03-02,Ana Silva,Panela,Casa,3,127.81,
7117,2024-04-19,Ana Silva,Shampoo,Beleza,3,20.33,MG
7118,2020-04-30,Maria Oliveira,Perfume,Eletrônicos,1,215.15,MG
7119,2020-09-20,Desconhecido,Vassoura,Casa,5,24.41,RS
7120,2023-01-23,Ana Silva,Smartwatch Z,Eletrônicos,3,840.52,SP
7121,2024-05-28,Mariana Alves,Calça Jeans,Roupas,2,132.42,PR
7122,2024-11-19,João Souza,Shampoo,Beleza,4,17.86,SP
7123,2022-11-08,Carlos Pereira,Shampoo,Beleza,4,20.0,RJ
7124,2023-05-04,João Souza,Vassoura,Casa,216,23.23,BA
7125,2021-05-08,Ana Silva,Carregador Y,Eletrônicos,3,36.66,
7126,2023-05-10,Carlos Pereira,Cortina,Casa,3,188.17,BA
7127,2024-08-31,Mariana Alves,Camiseta,Roupas,4,46.23,RJ
7128,2024-06-22,Ana Silva,Panela,Casa,2,125.19,PR
7129,2021-09-19,Carlos Pereira,Cortina,Casa,3,210.39,MG
7130,2020-03-11,Carlos Pereira,Shampoo,Eletrônicos,3,21.36,SP
7131,2022-04-22,Maria Oliveira,Camiseta,Roupas,3,40.19,RJ
7132,2025-01-25,Carlos Pereira,Vassoura,Casa,1,25.75,SP
7133,2023-08-14,Desconhecido,Fone X,Eletrônicos,3,145.55,PR
7134,2023-12-18,Mariana Alves,Jaqueta,Roupas,7,329.92,PR
7135,2025-04-26,Maria Oliveira,Cortina,Casa,5,219.67,SP
7136,2025-02-21,Mariana Alves,Shampoo,Beleza,2,19.38,RJ
7137,2023-10-22,Desconhecido,Shampoo,Beleza,3,20.83,SP
7138,2022-11-10,Mariana Alves,Jaqueta,Roupas,1,304.45,BA
7139,2024-06-30,João Souza,Perfume,Beleza,4,181.89,RS
7140,2024-04-22,Mariana Alves,Calça Jeans,Roupas,4,113.42,SP
7141,2025-02-06,Mariana Alves,Panela,Casa,3,138.04,MG
7142,2024-05-28,João Souza,Jaqueta,Roupas,1,288.75,SP
7143,2024-01-09,Carlos Pereira,Laptop A,Eletrônicos,6,3540.79,BA
7144,2022-10-16,João Souza,Calça Jeans,Roupas,2,128.71,SP
7145,2024-05-18,Ana Silva,Smartwatch Z,Eletrônicos,5,789.6,MG
7146,2022-03-07,Maria Oliveira,Shampoo,Eletrônicos,4,21.84,RJ
7147,2021-06-29,Maria Oliveira,Vassoura,Casa,5,21.1,RJ
7148,2022-11-12,João Souza,Panela,Casa,5,116.31,MG
7149,2021-02-12,João Souza,Camiseta,Roupas,4,48.61,MG
7150,2025-02-24,Maria Oliveira,Calça Jeans,Roupas,4,136.48,MG
7151,2024-01-27,Desconhecido,Perfume,Beleza,2,219.21,RJ
7152,2023-01-14,João Souza,Fone X,Eletrônicos,210,146.36,SP
7153,2025-03-28,Maria Oliveira,Perfume,Beleza,3,212.6,RJ
7154,2023-09-23,Desconhecido,Camiseta,Roupas,4,43.05,RS
7155,2020-11-27,João Souza,Perfume,Beleza,2,252.43,MG
7156,2022-08-31,Maria Oliveira,Laptop A,Eletrônicos,3,3643.92,PR
7157,2021-03-31,Carlos Pereira,Calça Jeans,Roupas,1,115.2,PR
7158,2021-12-12,Desconhecido,Cortina,Casa,2,194.09,SP
7159,2025-08-14,João Souza,Calça Jeans,Roupas,2,122.51,RS
7160,2022-04-16,João Souza,Perfume,Beleza,3,206.74,MG
7161,2021-04-29,João Souza,Shampoo,Eletrônicos,3,19.11,BA
7162,2023-07-18,Maria Oliveira,Jaqueta,Roupas,3,303.06,SP
7163,2022-06-21,Carlos Pereira,Shampoo,Beleza,4,17.15,PR
7164,2022-08-18,Maria Oliveira,Vassoura,Casa,2,25.79,SP
7165,2022-12-01,Desconhecido,Camiseta,Roupas,4,46.28,SP
7166,2025-08-22,João Souza,Calça Jeans,Roupas,4,126.31,RJ
7167,2022-04-09,Mariana Alves,Perfume,Beleza,1,228.8,SP
7168,2023-06-17,Desconhecido,Shampoo,Eletrônicos,3,18.97,RJ
7169,2024-08-29,Carlos Pereira,Vassoura,Casa,5,24.05,RS
7170,2024-05-13,Desconhecido,Perfume,Eletrônicos,5,217.89,RS
7171,2024-08-19,Desconhecido,Cortina,Casa,3,209.18,PR
7172,2021-02-23,Ana Silva,Cortina,Casa,2,201.15,PR
7173,2020-05-31,Maria Oliveira,Perfume,Eletrônicos,2,248.89,SP
7174,2022-12-26,Ana Silva,Jaqueta,Roupas,3,308.72,SP
7175,2021-02-23,João Souza,Camiseta,Roupas,3,53.7,SP
7176,2022-02-21,Carlos Pereira,Shampoo,Eletrônicos,4,20.29,RJ
7177,2020-08-03,Carlos Pereira,Smartwatch Z,Eletrônicos,2,778.57,RS
7178,2025-09-25,Desconhecido,Fone X,Eletrônicos,3,138.93,SP
7179,2020-03-09,Ana Silva,Jaqueta,Roupas,3,301.91,RS
7180,2023-04-24,Maria Oliveira,Perfume,Eletrônicos,3,203.68,PR
7181,2024-06-06,Mariana Alves,Perfume,Beleza,2,228.41,BA
7182,2022-12-06,Ana Silva,Shampoo,Eletrônicos,1,20.16,RJ
7183,2020-12-13,Maria Oliveira,Carregador Y,Eletrônicos,4,44.44,MG
7184,2020-02-26,João Souza,Panela,Casa,3,105.2,RJ
7185,2024-09-29,Desconhecido,Jaqueta,Roupas,4,241.12,MG
7186,2021-11-25,Desconhecido,Perfume,Beleza,3,241.74,BA
7187,2023-08-18,Desconhecido,Panela,Casa,2,119.9,RS
7188,2025-06-29,Mariana Alves,Camiseta,Roupas,4,40.74,MG
7189,2023-11-07,Carlos Pereira,Perfume,Beleza,2,196.39,PR
7190,2022-05-05,Carlos Pereira,Panela,Casa,3,108.08,BA
7191,2023-07-01,Ana Silva,Jaqueta,Roupas,4,246.28,RJ
7192,2023-01-21,Maria Oliveira,Perfume,Eletrônicos,1,250.53,
7193,2022-07-30,João Souza,Calça Jeans,Roupas,4,119.71,RS
7194,2020-04-14,Mariana Alves,Jaqueta,Roupas,2,310.05,PR
7195,2024-05-08,Carlos Pereira,Perfume,Eletrônicos,3,236.39,RJ
7196,2024-01-03,Desconhecido,Cortina,Casa,3,220.11,SP
7197,2025-06-14,Ana Silva,Fone X,Eletrônicos,3,130.61,SP
7198,2020-12-28,João Souza,Panela,Casa,2,118.22,PR
7199,2021-07-14,Maria Oliveira,Perfume,Beleza,1,201.2,SP
7200,2020-04-05,Maria Oliveira,Jaqueta,Roupas,4,306.3,RJ
7201,2020-09-06,Mariana Alves,Shampoo,Beleza,4,20.3,MG
7202,2024-07-18,João Souza,Camiseta,Roupas,231,35.18,RS
7203,2023-02-06,Carlos Pereira,Vassoura,Casa,2,22.94,PR
7204,2023-09-17,Carlos Pereira,Vassoura,Casa,3,22.84,MG
7205,2023-08-14,João Souza,Cortina,Casa,1,224.94,BA
7206,2023-12-15,Maria Oliveira,Laptop A,Eletrônicos,370,3765.14,SP
7207,2023-09-17,Carlos Pereira,Vassoura,Casa,4,25.14,
7208,2020-07-29,Desconhecido,Cortina,Casa,1,168.38,RS
7209,2021-11-26,Carlos Pereira,Shampoo,Beleza,3,19.09,PR
7210,2023-01-26,Maria Oliveira,Laptop A,Eletrônicos,5,3176.92,RS
7211,2024-06-15,Maria Oliveira,Shampoo,Beleza,2,17.15,SP
7212,2020-09-03,Desconhecido,Cortina,Casa,3,190.77,RJ
7213,2020-04-06,Ana Silva,Perfume,Eletrônicos,1,185.87,RS
7214,2021-01-02,Mariana Alves,Laptop A,Eletrônicos,5,3474.07,RJ
7215,2021-10-08,Mariana Alves,Calça Jeans,Roupas,4,117.62,MG
7216,2022-06-25,Ana Silva,Jaqueta,Roupas,2,273.04,PR
7217,2025-05-28,Desconhecido,Calça Jeans,Roupas,4,141.12,SP
7218,2023-10-03,Ana Silva,Camiseta,Roupas,1,40.37,RS
7219,2024-11-14,Ana Silva,Camiseta,Roupas,4,37.47,BA
7220,2023-12-21,Ana Silva,Panela,Casa,5,118.06,RJ
7221,2022-12-15,Ana Silva,Smartwatch Z,Eletrônicos,4,893.22,BA
7222,2025-07-24,Carlos Pereira,Laptop A,Eletrônicos,1,2677.04,PR
7223,2024-04-15,Mariana Alves,Jaqueta,Roupas,2,338.69,RJ
7224,2025-09-10,Maria Oliveira,Fone X,Eletrônicos,373,137.78,BA
7225,2020-12-14,Ana Silva,Camiseta,Roupas,286,41.53,
7226,2022-08-05,Mariana Alves,Calça Jeans,Roupas,4,115.89,RJ
7227,2020-12-21,João Souza,Vassoura,Casa,2,28.04,RS
7228,2024-10-26,Desconhecido,Fone X,Eletrônicos,5,152.52,PR
7229,2022-03-26,João Souza,Vassoura,Casa,2,26.79,BA
7230,2020-07-16,Desconhecido,Fone X,Eletrônicos,3,150.15,PR
7231,2022-11-09,Carlos Pereira,Cortina,Casa,2,206.18,BA
7232,2025-03-14,João Souza,Cortina,Casa,3,162.79,RS
7233,2025-11-02,Maria Oliveira,Calça Jeans,Roupas,6,109.49,RJ
7234,2023-09-17,João Souza,Jaqueta,Roupas,5,333.35,SP
7235,2023-09-17,João Souza,Jaqueta,Roupas,4,293.53,RS
7236,2021-03-30,Ana Silva,Smartwatch Z,Eletrônicos,3,678.79,PR
7237,2022-04-16,Maria Oliveira,Camiseta,Roupas,4,45.74,
7238,2020-07-20,João Souza,Camiseta,Roupas,3,47.31,PR
7239,2020-12-02,Maria Oliveira,Shampoo,Beleza,3,21.2,RJ
7240,2023-07-13,Desconhecido,Perfume,Eletrônicos,6,175.42,SP
7241,2021-09-08,Maria Oliveira,Perfume,Eletrônicos,3,209.96,SP
7242,2024-09-26,Carlos Pereira,Cortina,Casa,4,198.79,RS
7243,2021-03-10,Desconhecido,Carregador Y,Eletrônicos,211,31.68,RJ
7244,2025-07-09,Carlos Pereira,Fone X,Eletrônicos,126,153.17,MG
7245,2023-03-16,Desconhecido,Jaqueta,Roupas,2,339.1,SP
7246,2025-01-30,João Souza,Shampoo,Eletrônicos,2,19.75,PR
7247,2023-02-28,Carlos Pereira,Perfume,Beleza,1,163.7,
7248,2025-05-11,Maria Oliveira,Fone X,Eletrônicos,3,138.1,SP
7249,2022-07-26,Mariana Alves,Shampoo,Beleza,4,23.82,BA
7250,2025-03-07,João Souza,Jaqueta,Roupas,2,284.41,SP
7251,2022-12-19,Mariana Alves,Perfume,Beleza,4,198.6,
7252,2024-01-07,Carlos Pereira,Perfume,Beleza,3,217.55,PR
7253,2020-10-02,Maria Oliveira,Vassoura,Casa,2,22.24,RJ
7254,2023-07-05,Maria Oliveira,Camiseta,Roupas,4,37.65,RJ
7255,2020-01-25,Maria Oliveira,Carregador Y,Eletrônicos,3,37.5,SP
7256,2023-05-26,Desconhecido,Cortina,Casa,6,190.25,BA
7257,2024-02-05,Maria Oliveira,Panela,Casa,149,109.23,RS
7258,2020-10-10,Carlos Pereira,Perfume,Beleza,5,224.76,RS
7259,2020-07-03,Desconhecido,Calça Jeans,Roupas,3,124.38,BA
7260,2020-06-27,Carlos Pereira,Panela,Casa,3,140.28,RS
7261,2023-11-08,Desconhecido,Fone X,Eletrônicos,5,122.44,SP
7262,2023-06-22,Carlos Pereira,Vassoura,Casa,1,27.18,SP
7263,2025-07-21,Maria Oliveira,Panela,Casa,2,131.52,PR
7264,2022-10-13,Carlos Pereira,Laptop A,Eletrônicos,5,3755.44,PR
7265,2023-05-05,Desconhecido,Vassoura,Casa,3,25.29,PR
7266,2021-06-06,Carlos Pereira,Calça Jeans,Roupas,307,119.71,BA
7267,2023-08-18,Carlos Pereira,Calça Jeans,Roupas,2,121.76,PR
7268,2022-01-03,João Souza,Cortina,Casa,1,196.07,BA
7269,2025-08-18,Ana Silva,Jaqueta,Roupas,2,292.65,SP
7270,2024-09-28,Mariana Alves,Panela,Casa,2,133.34,MG
7271,2024-08-01,Ana Silva,Calça Jeans,Roupas,2,117.4,
7272,2024-08-30,Ana Silva,Cortina,Casa,5,195.65,BA
7273,2023-05-20,Mariana Alves,Calça Jeans,Roupas,2,118.36,RS
7274,2022-05-09,Maria Oliveira,Vassoura,Casa,2,28.97,SP
7275,2023-10-31,Maria Oliveira,Smartwatch Z,Eletrônicos,1,688.67,SP
7276,2020-10-20,João Souza,Perfume,Beleza,1,234.84,MG
7277,2022-02-08,João Souza,Calça Jeans,Roupas,3,124.14,SP
7278,2025-09-23,Maria Oliveira,Vassoura,Casa,4,27.42,MG
7279,2020-10-02,Ana Silva,Smartwatch Z,Eletrônicos,3,914.6,PR
7280,2025-01-21,Mariana Alves,Vassoura,Casa,1,18.43,BA
7281,2023-05-30,Mariana Alves,Vassoura,Casa,1,28.04,PR
7282,2024-07-30,Ana Silva,Perfume,Beleza,4,223.21,RJ
7283,2020-08-27,João Souza,Vassoura,Casa,3,23.68,SP
7284,2022-11-30,Carlos Pereira,Shampoo,Beleza,3,17.15,SP
7285,2023-11-24,Carlos Pereira,Camiseta,Roupas,2,53.17,RJ
7286,2020-01-18,João Souza,Cortina,Casa,3,162.22,MG
7287,2020-02-10,Carlos Pereira,Panela,Casa,4,120.05,SP
7288,2021-05-01,João Souza,Vassoura,Casa,1,26.53,PR
7289,2020-03-10,Desconhecido,Camiseta,Roupas,1,47.49,RS
7290,2024-05-09,Carlos Pereira,Laptop A,Eletrônicos,2,2964.37,RJ
7291,2020-02-19,João Souza,Calça Jeans,Roupas,5,122.2,BA
7292,2022-04-24,Carlos Pereira,Cortina,Casa,2,216.4,MG
7293,2023-03-31,Mariana Alves,Cortina,Casa,4,219.49,RS
7294,2020-09-22,Maria Oliveira,Shampoo,Eletrônicos,4,21.18,RJ
7295,2021-10-14,João Souza,Shampoo,Eletrônicos,5,21.49,RS
7296,2021-06-06,Mariana Alves,Smartwatch Z,Eletrônicos,4,864.37,RJ
7297,2024-04-09,Desconhecido,Camiseta,Roupas,1,42.17,PR
7298,2022-07-28,Carlos Pereira,Fone X,Eletrônicos,2,132.86,BA
7299,2021-09-11,João Souza,Panela,Casa,3,121.6,PR
7300,2024-10-24,Mariana Alves,Perfume,Beleza,4,209.31,SP
7301,2020-10-01,João Souza,Shampoo,Beleza,3,19.29,RS
7302,2021-02-25,Desconhecido,Fone X,Eletrônicos,2,155.52,BA
7303,2025-06-07,João Souza,Perfume,Beleza,1,197.94,MG
7304,2024-04-25,João Souza,Vassoura,Casa,3,23.16,RS
7305,2023-05-29,João Souza,Panela,Casa,6,119.59,PR
7306,2022-10-05,Carlos Pereira,Jaqueta,Roupas,2,324.55,BA
7307,2023-02-20,Ana Silva,Camiseta,Roupas,2,49.48,PR
7308,2025-07-05,Desconhecido,Carregador Y,Eletrônicos,4,33.53,SP
7309,2022-10-07,Maria Oliveira,Calça Jeans,Roupas,263,136.15,PR
7310,2022-03-21,Desconhecido,Camiseta,Roupas,4,43.02,RS
7311,2022-10-24,João Souza,Vassoura,Casa,2,28.01,MG
7312,2024-08-25,Ana Silva,Perfume,Beleza,1,228.91,SP
7313,2022-10-19,Maria Oliveira,Vassoura,Casa,4,27.11,BA
7314,2020-09-09,Ana Silva,Smartwatch Z,Eletrônicos,2,816.13,MG
7315,2021-09-13,Mariana Alves,Jaqueta,Roupas,2,317.96,PR
7316,2020-10-22,João Souza,Shampoo,Beleza,3,22.9,BA
7317,2025-08-21,Ana Silva,Carregador Y,Eletrônicos,3,39.93,SP
7318,2023-06-02,Carlos Pereira,Cortina,Casa,3,164.82,RJ
7319,2020-12-31,Carlos Pereira,Smartwatch Z,Eletrônicos,4,781.44,
7320,2023-12-12,Carlos Pereira,Camiseta,Roupas,145,44.57,BA
7321,2021-11-13,Desconhecido,Panela,Casa,3,108.45,
7322,2023-09-04,Desconhecido,Shampoo,Beleza,3,21.12,
7323,2021-06-20,Mariana Alves,Jaqueta,Roupas,5,330.42,RS
7324,2023-04-29,Desconhecido,Jaqueta,Roupas,3,295.57,
7325,2023-03-08,Carlos Pereira,Cortina,Casa,3,186.88,SP
7326,2022-08-31,Maria Oliveira,Perfume,Beleza,1,219.76,SP
7327,2020-05-19,Desconhecido,Jaqueta,Roupas,2,334.12,MG
7328,2024-06-27,Mariana Alves,Camiseta,Roupas,1,42.91,RJ
7329,2024-02-02,Carlos Pereira,Shampoo,Eletrônicos,2,21.7,PR
7330,2023-03-12,João Souza,Perfume,Beleza,3,190.81,SP
7331,2024-08-27,Ana Silva,Cortina,Casa,4,233.47,PR
7332,2022-07-30,Ana Silva,Cortina,Casa,1,213.58,BA
7333,2020-06-19,João Souza,Shampoo,Eletrônicos,2,19.04,SP
7334,2022-07-04,Mariana Alves,Panela,Casa,3,129.69,SP
7335,2021-10-08,Mariana Alves,Perfume,Beleza,266,217.06,MG
7336,2025-06-05,João Souza,Panela,Casa,5,137.52,SP
7337,2022-03-27,João Souza,Calça Jeans,Roupas,3,127.28,BA
7338,2022-05-07,Maria Oliveira,Cortina,Casa,3,215.94,SP
7339,2025-02-27,Mariana Alves,Shampoo,Beleza,3,18.65,MG
7340,2024-07-19,Carlos Pereira,Camiseta,Roupas,2,45.97,PR
7341,2024-07-29,Carlos Pereira,Perfume,Eletrônicos,6,231.25,RJ
7342,2024-05-20,João Souza,Shampoo,Beleza,3,17.15,SP
7343,2024-05-26,Desconhecido,Shampoo,Beleza,2,17.16,PR
7344,2023-10-31,Carlos Pereira,Vassoura,Casa,1,23.68,BA
7345,2025-07-21,Desconhecido,Shampoo,Beleza,1,18.96,RS
7346,2023-12-20,Mariana Alves,Fone X,Eletrônicos,3,157.32,
7347,2021-10-20,João Souza,Laptop A,Eletrônicos,4,3393.26,PR
7348,2021-12-22,Carlos Pereira,Carregador Y,Eletrônicos,5,36.98,RJ
7349,2025-07-21,Desconhecido,Perfume,Eletrônicos,3,199.97,BA
7350,2020-07-30,Ana Silva,Carregador Y,Eletrônicos,1,43.37,MG
7351,2021-05-15,Mariana Alves,Vassoura,Casa,5,23.96,SP
7352,2020-06-16,Ana Silva,Shampoo,Beleza,56,20.04,SP
7353,2025-01-20,Mariana Alves,Cortina,Casa,3,221.2,RJ
7354,2024-05-26,Desconhecido,Jaqueta,Roupas,2,342.9,RJ
7355,2025-07-25,João Souza,Vassoura,Casa,6,24.8,RJ
7356,2020-05-12,Ana Silva,Camiseta,Roupas,3,43.54,PR
7357,2023-07-26,Carlos Pereira,Laptop A,Eletrônicos,5,3699.16,SP
7358,2021-03-23,Ana Silva,Calça Jeans,Roupas,1,125.74,SP
7359,2022-11-02,Maria Oliveira,Shampoo,Beleza,2,21.02,SP
